/net17 X,/net17 Y,/net10 X,/net10 Y,/net9 X,/net9 Y,/net8 X,/net8 Y,/net7 X,/net7 Y,/net6 X,/net6 Y,/net5 X,/net5 Y,/net4 X,/net4 Y,/net3 X,/net3 Y,/net18 X,/net18 Y,/net16 X,/net16 Y,/net15 X,/net15 Y,/net14 X,/net14 Y,/net13 X,/net13 Y,/net12 X,/net12 Y,/net11 X,/net11 Y,/net26 X,/net26 Y,/net25 X,/net25 Y,/net24 X,/net24 Y,/net23 X,/net23 Y,/net22 X,/net22 Y,/net21 X,/net21 Y,/net20 X,/net20 Y,/net19 X,/net19 Y,/net34 X,/net34 Y,/net33 X,/net33 Y,/net32 X,/net32 Y,/net31 X,/net31 Y,/net30 X,/net30 Y,/net29 X,/net29 Y,/net28 X,/net28 Y,/net27 X,/net27 Y,/net42 X,/net42 Y,/net41 X,/net41 Y,/net40 X,/net40 Y,/net39 X,/net39 Y,/net38 X,/net38 Y,/net37 X,/net37 Y,/net36 X,/net36 Y,/net35 X,/net35 Y,/net50 X,/net50 Y,/net49 X,/net49 Y,/net48 X,/net48 Y,/net47 X,/net47 Y,/net46 X,/net46 Y,/net45 X,/net45 Y,/net44 X,/net44 Y,/net43 X,/net43 Y,/net58 X,/net58 Y,/net57 X,/net57 Y,/net56 X,/net56 Y,/net55 X,/net55 Y,/net54 X,/net54 Y,/net53 X,/net53 Y,/net52 X,/net52 Y,/net51 X,/net51 Y,/net076 X,/net076 Y,/net075 X,/net075 Y,/net64 X,/net64 Y,/net63 X,/net63 Y,/net62 X,/net62 Y,/net61 X,/net61 Y,/net60 X,/net60 Y,/net59 X,/net59 Y,/net69 X,/net69 Y,/net067 X,/net067 Y
2.5e-07,1.319183474277682e-06,2.5e-07,1.319489933480752e-06,2.5e-07,1.319341156274459e-06,2.5e-07,1.319341871561464e-06,2.5e-07,1.319320930404791e-06,2.5e-07,1.319354912472724e-06,2.5e-07,1.31934244630724e-06,2.5e-07,1.319342458787249e-06,2.5e-07,1.319499597353589e-06,2.5e-07,1.319335610671166e-06,2.5e-07,1.319370644540834e-06,2.5e-07,1.199830563804462,2.5e-07,1.321016560485208e-06,2.5e-07,1.319166988172481e-06,2.5e-07,1.319184175725693e-06,2.5e-07,1.319348261514403e-06,2.5e-07,1.319334302420786e-06,2.5e-07,1.319180933802885e-06,2.5e-07,1.320998208500924e-06,2.5e-07,1.199830565139004,2.5e-07,1.319174265503383e-06,2.5e-07,1.199830563821015,2.5e-07,1.319182218606116e-06,2.5e-07,1.319347261972628e-06,2.5e-07,1.319333130349413e-06,2.5e-07,1.319180686833313e-06,2.5e-07,1.199830563824295,2.5e-07,1.319178088683794e-06,2.5e-07,1.199830565136671,2.5e-07,1.320994338957975e-06,2.5e-07,1.319179590167533e-06,2.5e-07,1.319347270585002e-06,2.5e-07,1.319333346432174e-06,2.5e-07,1.319181078088419e-06,2.5e-07,1.319160637413924e-06,2.5e-07,1.321009763830505e-06,2.5e-07,1.19983056381784,2.5e-07,1.319367934781147e-06,2.5e-07,1.319183033117955e-06,2.5e-07,1.319347285311298e-06,2.5e-07,1.319334350888281e-06,2.5e-07,1.319181616381465e-06,2.5e-07,1.319180999084497e-06,2.5e-07,1.319190964211477e-06,2.5e-07,1.319161724460305e-06,2.5e-07,1.319180923045861e-06,2.5e-07,1.319184137706555e-06,2.5e-07,1.319347420538377e-06,2.5e-07,1.319335563695725e-06,2.5e-07,1.319183810574274e-06,2.5e-07,1.319183099726807e-06,2.5e-07,1.319182420471789e-06,2.5e-07,1.319182205543144e-06,2.5e-07,1.319183241490798e-06,2.5e-07,1.319184022357941e-06,2.5e-07,1.319348090630305e-06,2.5e-07,1.319489834176843e-06,2.5e-07,1.31934294590252e-06,2.5e-07,1.319342829121889e-06,2.5e-07,1.319342938290299e-06,2.5e-07,1.319342842975876e-06,2.5e-07,1.31934279812245e-06,2.5e-07,1.319342956976189e-06,2.5e-07,1.319500377522769e-06,2.5e-07,1.2,2.5e-07,0
1.25e-06,1.308094094853112e-06,1.25e-06,1.309230629942311e-06,1.25e-06,1.307331666604648e-06,1.25e-06,1.307334315465142e-06,1.25e-06,1.307478258657571e-06,1.25e-06,1.308486900334606e-06,1.25e-06,1.308235826454109e-06,1.25e-06,1.308237419152133e-06,1.25e-06,1.309280208908475e-06,1.25e-06,1.308244711176973e-06,1.25e-06,1.308902918959527e-06,1.25e-06,1.312209377920577e-06,1.25e-06,1.199830554109433,1.25e-06,1.307875034944862e-06,1.25e-06,1.308818078635517e-06,1.25e-06,1.308287057342923e-06,1.25e-06,1.308272297679456e-06,1.25e-06,1.307439103598907e-06,1.25e-06,1.199830554111258,1.25e-06,1.199830554210455,1.25e-06,1.308207439451967e-06,1.25e-06,1.312207114979869e-06,1.25e-06,1.308397208616343e-06,1.25e-06,1.307373125130594e-06,1.25e-06,1.3073735238956e-06,1.25e-06,1.307437967248029e-06,1.25e-06,1.310073039027314e-06,1.25e-06,1.307543380191076e-06,1.25e-06,1.199830554218631,1.25e-06,1.199830554083716,1.25e-06,1.309087705126282e-06,1.25e-06,1.30829948147369e-06,1.25e-06,1.307353516855312e-06,1.25e-06,1.308099428142619e-06,1.25e-06,1.308845052361125e-06,1.25e-06,1.199830554102467,1.25e-06,1.311667910764827e-06,1.25e-06,1.308941904360982e-06,1.25e-06,1.308828938409454e-06,1.25e-06,1.308302773726407e-06,1.25e-06,1.307331329820467e-06,1.25e-06,1.308107475371048e-06,1.25e-06,1.308146926900806e-06,1.25e-06,1.309186162947755e-06,1.25e-06,1.309107141083303e-06,1.25e-06,1.308829447104774e-06,1.25e-06,1.308809868937834e-06,1.25e-06,1.308304429544096e-06,1.25e-06,1.308214623037702e-06,1.25e-06,1.308818613765735e-06,1.25e-06,1.308840652677527e-06,1.25e-06,1.308862500458517e-06,1.25e-06,1.308104348544205e-06,1.25e-06,1.308087263286817e-06,1.25e-06,1.30807040158866e-06,1.25e-06,1.308288290267612e-06,1.25e-06,1.309230498870813e-06,1.25e-06,1.308239707076085e-06,1.25e-06,1.308239690322019e-06,1.25e-06,1.308239652550591e-06,1.25e-06,1.308237802673991e-06,1.25e-06,1.308237739372313e-06,1.25e-06,1.308237753280055e-06,1.25e-06,1.309283840418402e-06,1.25e-06,1.2,1.25e-06,0
2.25e-06,1.343080425985877e-06,2.25e-06,1.32807792379812e-06,2.25e-06,1.338251975869779e-06,2.25e-06,1.338493720133546e-06,2.25e-06,1.338582745740426e-06,2.25e-06,1.338410811720474e-06,2.25e-06,1.338283334008923e-06,2.25e-06,1.338281371675437e-06,2.25e-06,1.327869706164429e-06,2.25e-06,1.338634941102728e-06,2.25e-06,1.342694873022016e-06,2.25e-06,1.199830604683368,2.25e-06,1.340736286652385e-06,2.25e-06,1.34322698621567e-06,2.25e-06,1.343444071161612e-06,2.25e-06,1.33800538087041e-06,2.25e-06,1.338568751657842e-06,2.25e-06,1.343223482365868e-06,2.25e-06,1.339666450331483e-06,2.25e-06,1.199830604659574,2.25e-06,1.342297161159419e-06,2.25e-06,1.199830604837766,2.25e-06,1.343353534868581e-06,2.25e-06,1.338032161780973e-06,2.25e-06,1.338533510058171e-06,2.25e-06,1.343029566434843e-06,2.25e-06,1.199830604824129,2.25e-06,1.342389208815747e-06,2.25e-06,1.199830604689584,2.25e-06,1.340926994903435e-06,2.25e-06,1.343345006099247e-06,2.25e-06,1.33799618816921e-06,2.25e-06,1.338290355285417e-06,2.25e-06,1.343307890066513e-06,2.25e-06,1.343019984263861e-06,2.25e-06,1.341230887162188e-06,2.25e-06,1.199830604691107,2.25e-06,1.343080993198488e-06,2.25e-06,1.343349235388728e-06,2.25e-06,1.337999198878197e-06,2.25e-06,1.338367157486567e-06,2.25e-06,1.34337525954522e-06,2.25e-06,1.343242390451032e-06,2.25e-06,1.343359028615801e-06,2.25e-06,1.343044351783209e-06,2.25e-06,1.34294559522208e-06,2.25e-06,1.343028724490958e-06,2.25e-06,1.338335224260741e-06,2.25e-06,1.338379140557899e-06,2.25e-06,1.343461901763104e-06,2.25e-06,1.343390402329554e-06,2.25e-06,1.343325319428727e-06,2.25e-06,1.343247652879699e-06,2.25e-06,1.343319129269892e-06,2.25e-06,1.343389424030691e-06,2.25e-06,1.33800964021048e-06,2.25e-06,1.328078255613628e-06,2.25e-06,1.338272890703544e-06,2.25e-06,1.33827290557047e-06,2.25e-06,1.338273059235158e-06,2.25e-06,1.338269334166954e-06,2.25e-06,1.338269448736492e-06,2.25e-06,1.338269381429163e-06,2.25e-06,1.327855317539201e-06,2.25e-06,1.2,2.25e-06,0
3.249999999999999e-06,1.308094027914177e-06,3.249999999999999e-06,1.309230533829281e-06,3.249999999999999e-06,1.307331564169581e-06,3.249999999999999e-06,1.30733416006311e-06,3.249999999999999e-06,1.307478047436832e-06,3.249999999999999e-06,1.308486728764422e-06,3.249999999999999e-06,1.308235713986617e-06,3.249999999999999e-06,1.308237286373904e-06,3.249999999999999e-06,1.309280092999253e-06,3.249999999999999e-06,1.308244568104125e-06,3.249999999999999e-06,1.308902842966764e-06,3.249999999999999e-06,1.312209253971068e-06,3.249999999999999e-06,1.199830554109151,3.249999999999999e-06,1.307874922650531e-06,3.249999999999999e-06,1.308817887537638e-06,3.249999999999999e-06,1.308286914128913e-06,3.249999999999999e-06,1.308272108971995e-06,3.249999999999999e-06,1.307438910542609e-06,3.249999999999999e-06,1.199830554111023,3.249999999999999e-06,1.199830554210286,3.249999999999999e-06,1.308207488383579e-06,3.249999999999999e-06,1.31220701599001e-06,3.249999999999999e-06,1.308397056286151e-06,3.249999999999999e-06,1.307372966226765e-06,3.249999999999999e-06,1.30737337923936e-06,3.249999999999999e-06,1.30743789074946e-06,3.249999999999999e-06,1.310072940092103e-06,3.249999999999999e-06,1.307543230152667e-06,3.249999999999999e-06,1.199830554218464,3.249999999999999e-06,1.199830554083577,3.249999999999999e-06,1.309087594820863e-06,3.249999999999999e-06,1.308299297228374e-06,3.249999999999999e-06,1.30735338198765e-06,3.249999999999999e-06,1.308099342745324e-06,3.249999999999999e-06,1.308844919944132e-06,3.249999999999999e-06,1.199830554102259,3.249999999999999e-06,1.311667784613336e-06,3.249999999999999e-06,1.308941838611023e-06,3.249999999999999e-06,1.308828772282501e-06,3.249999999999999e-06,1.308302708612665e-06,3.249999999999999e-06,1.307331201305942e-06,3.249999999999999e-06,1.308107317105337e-06,3.249999999999999e-06,1.30814686026944e-06,3.249999999999999e-06,1.309186063136595e-06,3.249999999999999e-06,1.309107063498007e-06,3.249999999999999e-06,1.308829210515432e-06,3.249999999999999e-06,1.308809766038144e-06,3.249999999999999e-06,1.308304277246073e-06,3.249999999999999e-06,1.308214457896221e-06,3.249999999999999e-06,1.308818438896454e-06,3.249999999999999e-06,1.308840522899253e-06,3.249999999999999e-06,1.308862384433129e-06,3.249999999999999e-06,1.308104185872279e-06,3.249999999999999e-06,1.308087191883892e-06,3.249999999999999e-06,1.308070335016406e-06,3.249999999999999e-06,1.308288154476585e-06,3.249999999999999e-06,1.309230361114201e-06,3.249999999999999e-06,1.308239557142543e-06,3.249999999999999e-06,1.308239582861621e-06,3.249999999999999e-06,1.308239548948317e-06,3.249999999999999e-06,1.308237645063832e-06,3.249999999999999e-06,1.308237629106195e-06,3.249999999999999e-06,1.308237625420661e-06,3.249999999999999e-06,1.309283704396169e-06,3.249999999999999e-06,1.2,3.249999999999999e-06,0
4.249999999999999e-06,1.34308044392935e-06,4.249999999999999e-06,1.328077925646063e-06,4.249999999999999e-06,1.338251979723156e-06,4.249999999999999e-06,1.338493936645236e-06,4.249999999999999e-06,1.338582834906159e-06,4.249999999999999e-06,1.338410790812798e-06,4.249999999999999e-06,1.338283265306588e-06,4.249999999999999e-06,1.338281456527699e-06,4.249999999999999e-06,1.327869729568965e-06,4.249999999999999e-06,1.338635126525135e-06,4.249999999999999e-06,1.342694843812265e-06,4.249999999999999e-06,1.199830604683332,4.249999999999999e-06,1.340736404780649e-06,4.249999999999999e-06,1.343226977038147e-06,4.249999999999999e-06,1.343444091790485e-06,4.249999999999999e-06,1.338005446847011e-06,4.249999999999999e-06,1.338568763854926e-06,4.249999999999999e-06,1.343223506767424e-06,4.249999999999999e-06,1.339666598028137e-06,4.249999999999999e-06,1.199830604659653,4.249999999999999e-06,1.342297225268114e-06,4.249999999999999e-06,1.199830604837896,4.249999999999999e-06,1.34335351977042e-06,4.249999999999999e-06,1.338032123845519e-06,4.249999999999999e-06,1.338533279353481e-06,4.249999999999999e-06,1.343029617901649e-06,4.249999999999999e-06,1.19983060482418,4.249999999999999e-06,1.342389312714443e-06,4.249999999999999e-06,1.199830604689639,4.249999999999999e-06,1.340926740888672e-06,4.249999999999999e-06,1.343345091883411e-06,4.249999999999999e-06,1.337996185415574e-06,4.249999999999999e-06,1.338290328203899e-06,4.249999999999999e-06,1.343308208547129e-06,4.249999999999999e-06,1.343020054892756e-06,4.249999999999999e-06,1.34123091282596e-06,4.249999999999999e-06,1.199830604690998,4.249999999999999e-06,1.343080987881804e-06,4.249999999999999e-06,1.34334908145189e-06,4.249999999999999e-06,1.337999316153463e-06,4.249999999999999e-06,1.33836721771005e-06,4.249999999999999e-06,1.343375385959261e-06,4.249999999999999e-06,1.343242549592848e-06,4.249999999999999e-06,1.343359243035141e-06,4.249999999999999e-06,1.34304444253726e-06,4.249999999999999e-06,1.342945755742157e-06,4.249999999999999e-06,1.343028808310134e-06,4.249999999999999e-06,1.338335292426754e-06,4.249999999999999e-06,1.338379184204424e-06,4.249999999999999e-06,1.34346191838015e-06,4.249999999999999e-06,1.343390448181595e-06,4.249999999999999e-06,1.343325391990834e-06,4.249999999999999e-06,1.343247858453695e-06,4.249999999999999e-06,1.343319257335734e-06,4.249999999999999e-06,1.343389276178144e-06,4.249999999999999e-06,1.338009564271804e-06,4.249999999999999e-06,1.328078209246961e-06,4.249999999999999e-06,1.338272787262555e-06,4.249999999999999e-06,1.338273002511609e-06,4.249999999999999e-06,1.338272867535037e-06,4.249999999999999e-06,1.338269236009814e-06,4.249999999999999e-06,1.338269285627592e-06,4.249999999999999e-06,1.338269276632356e-06,4.249999999999999e-06,1.327855371922957e-06,4.249999999999999e-06,1.2,4.249999999999999e-06,0
